&oelig;uvre-	ph:õvr	ph:oeuvre
&oelig;uvre-rel	ph:õvrrel	ph:oeuvrerel
&oelig;uvre-ré	ph:õvrré	ph:oeuvreré
&oelig;uvre	ph:õvr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
gyümölcscukrok	hy:8
gyümölcsfa	hy:8
gyümölcsfagylalt	hy:8
gyümölcshéj	hy:8
gyümölcshéjak	hy:8
gyümölcshús	hy:8
gyümölcskenyerek	hy:8
gyümölcskenyér	hy:8
gyümölcskés	hy:8
gyümölcslepény	hy:8
gyümölcslevek	hy:8
gyümölcslé	hy:8
gyümölcspuding	hy:8
gyümölcspép	hy:8
gyümölcsszár	hy:8
gyümölcsszárak	hy:8
gyümölcstermelés	hy:8
gyümölcstorta	hy:8
gyümölcsíz	hy:8
gyümölcsöskert	hy:10
gálickõ	hy:5
gálickövek	hy:5
gátõr	hy:3
gázberendezés	hy:3
gázbomba	hy:3
gázcsõ	hy:3
gázcsövek	hy:3
gázfejlõdés	hy:3
gázkromatográfia	hy:3
gázkályha	hy:3
gázképzõdés	hy:3
gázlámpa	hy:3
gázláng	hy:3
gázlómadarak	hy:5
gázlómadár	hy:5
gázmaszk	hy:3
gázmotor	hy:3
gázmû	hy:3
gázmûvek	hy:3
gázolaj	hy:3
gázolajak	hy:3
gázrezsó	hy:3
gázsparhelt	hy:gáz|spar-helt
gázszerelés	hy:gáz|sze-re-lés
gázszolgáltató	hy:gáz|szol-gál-ta-tó
gáztartály	hy:3
gáztisztító	hy:3
gázturbina	hy:3
gázár	hy:3
gázárak	hy:3
gázégõ	hy:3
gázóra	hy:3
gégehurut	hy:4
gégetükrök	hy:4
gégetükör	hy:4
gémeskutak	hy:5
gémeskút	hy:5
génpiszka	hy:3
gépelem	hy:3
gépfegyver	hy:3
gépfegyveres	hy:3
gépfelszerelés	hy:3
gépház	hy:3
gépházak	hy:3
gépirat	hy:3
gépkezelés	hy:3
gépkocsi	hy:3
gépközel	hy:3
géppisztoly	hy:3
géppuska	hy:3
géprablás	hy:3
géprész	hy:3
gépszíj	hy:3
gépszíjak	hy:3
gépszín	hy:3
géptartozék	hy:3
géptelep	hy:3
gépterem	hy:3
géptermek	hy:3
gépágyú	hy:3
gépállvány	hy:3
gépápolás	hy:3
gépírás	hy:3
gépíró	hy:3
gírosz	ph:gyros
gócpont	hy:3
gólyahír	hy:5
gólyaláb	hy:5
gólyalábak	hy:5
gólyaorr	hy:5
gõzdaru	hy:3
gõzelosztó	hy:3
gõzfûtés	hy:3
gõzfürdõ	hy:3
gõzgép	hy:3
gõzhajó	hy:3
gõzhenger	hy:3
gõzkalapács	hy:3
gõzkazán	hy:3
gõzkibocsátó	hy:3
gõzturbina	hy:3
gõzvezetõ	hy:3
gömbfelület	hy:4
gömbmérõ	hy:4
göngyölegsúly	hy:9
görcsoldó	hy:5
görgetegkõ	hy:8
görgetegkövek	hy:8
görgõsaru	hy:5
görvélyfû	hy:7
görvélyfüvek	hy:7
görvélykór	hy:7
görögdinnye	hy:5
görögtûz	hy:5
görögtüzek	hy:5
gúnyirat	hy:4
gúnykép	hy:4
gúnymás	hy:4
gümõkór	hy:4
güzüegerek	hy:4
güzüegér	hy:4
habarcskeverõ	hy:7
habarcstartó	hy:7
habkõ	hy:3
habkövek	hy:3
habverõ	hy:3
hacker	ph:hekker
hadgyakorlat	hy:3
hadiakadémia	hy:4
hadianyag	hy:4
hadicsel	hy:4
hadicél	hy:4
hadifoglyok	hy:4
hadifogoly	hy:4
hadigazdaság	hy:4
hadigondozott	hy:4
hadigondozás	hy:4
hadigép	hy:4
hadigépezet	hy:4
hadihajó	hy:4
hadiiskola	hy:4
hadijog	hy:4
hadikikötõ	hy:4
hadikommunizmus	hy:4
hadikölcsön	hy:4
hadiköltség	hy:4
hadimonopólium	hy:4
hadimúzeum	hy:4
hadiposta	hy:4
hadipotenciál	hy:4
hadisarc	hy:4
hadisegély	hy:4
hadiszemle	hy:4
hadiszerencse	hy:4
hadiszállító	hy:4
hadisír	hy:4
haditanács	hy:4
haditengerészet	hy:4
haditett	hy:4
hadititkok	hy:4
hadititok	hy:4
haditorna	hy:4
hadiutak	hy:4
hadizsákmány	hy:4
hadiérettségi	hy:4
hadiövezet	hy:4
hadiút	hy:4
hadjárat	hy:3
hadmozdulat	hy:3
hadmûvelet	hy:3
hadosztály	hy:3
hadrafoghatóság	hy:5
hadsereg	hy:3
hadtest	hy:3
hadurak	hy:2
hadvezetés	hy:3
hadviselés	hy:3
hadállás	hy:3
hadúr	hy:2
hagyatékátadó	hy:hagyaték||át|adó
hagymapikkely	hy:6
hajcsat	hy:3
hajcsomó	hy:3
hajfesték	hy:3
hajfodor	hy:3
hajfodorító	hy:3
hajfodrok	hy:3
hajfonat	hy:3
hajfürt	hy:3
hajkefe	hy:3
hajkenõcs	hy:3
hajlakk	hy:3
hajlekötõ	hy:3
hajlásszög	hy:haj-lás|szög
hajnalpír	hy:6
hajszesz	hy:3
hajszál	hy:3
hajszálak	hy:3
hajsütés	hy:3
hajtóanyag	hy:5
hajtócsiga	hy:5
hajtóerõ	hy:5
hajtókar	hy:5
hajtókerekek	hy:5
hajtókerék	hy:5
hajtómû	hy:5
hajtómûvek	hy:5
hajtórudak	hy:5
hajtórúd	hy:5
hajtószerkezet	hy:5
hajtótengely	hy:5
hajtóvadászat	hy:5
hajtõ	hy:3
hajtövek	hy:3
hajtû	hy:3
hajvágás	hy:3
hajvágó	hy:3
hajválaszték	hy:3
hajóablak	hy:4
hajócsavar	hy:4
hajófar	hy:4
hajóféreg	hy:4
hajóférgek	hy:4
hajógerenda	hy:4
hajógerinc	hy:4
hajógyár	hy:4
hajógyárak	hy:4
hajóhad	hy:4
hajóhadak	hy:4
hajóhidak	hy:4
hajóhíd	hy:4
hajójavító	hy:4
hajókefe	hy:4
hajókikötõ	hy:4
hajókirakodás	hy:4
hajókonyha	hy:4
hajókorlát	hy:4
hajókémény	hy:4
hajókölcsönzés	hy:4
hajókötelek	hy:4
hajókötél	hy:4
hajónapló	hy:4
hajóorr	hy:4
hajóorsó	hy:4
hajópalló	hy:4
hajóraj	hy:4
hajórakomány	hy:4
hajóroncs	hy:4
hajósziréna	hy:4
hajótest	hy:4
hajótörés	hy:4
hajóutak	hy:4
hajóvontatás	hy:4
hajózár	hy:4
hajózárak	hy:4
hajóágyú	hy:4
hajóépítés	hy:4
hajóépítõ	hy:4
hajóút	hy:4
hajóûr	hy:4
halaskofa	hy:5
halastavak	hy:5
halastó	hy:5
halcsont	hy:3
halenyv	hy:3
halfarkas	hy:3
halfogás	hy:3
halfogó	hy:3
halikra	hy:3
halivadék	hy:3
halkeltetõ	hy:3
halkés	hy:3
halleves	hy:3
hallgatócsõ	hy:8
hallgatócsövek	hy:8
halloween	ph:helovín	ph:helovin
halláskárosult	hy:6
hallócsõ	hy:5
hallócsövek	hy:5
hallószerv	hy:5
hallótávolság	hy:5
halmajonéz	hy:3
halmazállapot	hy:6
halottasház	hy:8
halottasházak	hy:8
halottaskocsi	hy:8
halottbúcsúztatás	hy:6
halottbúcsúztató	hy:6
halottgyalázás	hy:6
halottkém	hy:6
halottlátó	hy:6
halottnézõ	hy:6
halottszemle	hy:6
halottszállító	hy:6
halottvirrasztás	hy:6
halottvivõ	hy:6
halottégetés	hy:6
halpogácsa	hy:3
halszeletelõ	hy:3
halszálka	hy:3
haltenyészet	hy:3
halvaszületés	hy:5
halvaszülés	hy:5
halálbüntetés	hy:5
halálfej	hy:5
halálhörgés	hy:5
halálközel	hy:5
halállista	hy:5
halálraítélt	hy:7
haláltusa	hy:5
halántékcsont	hy:8
halászbárka	hy:6
halászcsónak	hy:6
halászhajó	hy:6
halászkampó	hy:6
halászlevek	hy:6
halászlé	hy:6
halászsas	hy:6
halászterület	hy:6
halétel	hy:3
halõr	hy:3
hamisciprus	hy:5
hamutartó	hy:4
hamuzsír	hy:4
hamvasszõke	hy:ham-vas|szõ-ke
hamvaszöld	hy:ham-vas|zöld
hamvazószerda	hy:7
hamvveder	hy:4
hamvvedrek	hy:4
hangadás	hy:4
hangalak	hy:4
hangbarázda	hy:4
hangdetektor	hy:4
hangelnyelõ	hy:4
hangerõsítõ	hy:4
hangfal	hy:4
hangfalak	hy:4
hangfelvevõ	hy:4
hangfelvétel	hy:4
hangfogó	hy:4
hanghatár	hy:4
hanghullám	hy:4
hanghullámzás	hy:4
hanghûség	hy:4
hangjegy	hy:4
hangjelzõ	hy:4
hangkeverõ	hy:4
hangképzés	hy:4
hangköz	hy:4
hanglejtés	hy:4
hanglemez	hy:4
hangleverõ	hy:4
hangmagasítás	hy:4
hangmérce	hy:4
hangnem	hy:4
hangnyelõ	hy:4
hangnyílás	hy:4
hangolókulcs	hy:7
hangosfilm	hy:6
hangoskönyv	hy:6
hangpróba	hy:4
hangrés	hy:4
hangsor	hy:4
hangszer	hy:4
hangszigetelõ	hy:4
hangszimbolika	hy:4
hangszál	hy:4
hangszálak	hy:4
hangszín	hy:4
hangszínezet	hy:4
hangszóró	hy:4
hangsáv	hy:4
hangsíp	hy:4
hangsúly	hy:4
hangtan	hy:4
hangterjedelem	hy:4
hangterjedelmek	hy:4
hangtompító	hy:4
hangtörés	hy:4
hangugratás	hy:4
hangulatjelzõ	hy:8
hangutánzás	hy:4
hangverseny	hy:4
hangvevõ	hy:4
hangvilla	hy:4
hangvétel	hy:4
hangyaboly	hy:6
hangyalesõ	hy:6
hangyászmedve	hy:8
hangzavar	hy:4
hangátvevés	hy:hang||át|vevés
hantmadarak	hy:4
hantmadár	hy:4
hanyatt-homlok	ph:hanyatthomlok
hanyattegerek	hy:7
hanyattegér	hy:7
haragoszöld	hy:ha-ra-gos|zöld
harangbúgás	hy:6
harangjáték	hy:6
harangláb	hy:6
haranglábak	hy:6
harangszó	hy:6
harangtornyok	hy:6
harangtorony	hy:6
harangvirág	hy:6
harangzúgás	hy:6
harangöntöde	hy:6
harapófogó	hy:6
harceszköz	hy:4
harcfi	hy:4
harckocsi	hy:4
harcképesség	hy:4
harcvonal	hy:4
harcvonalak	hy:4
hardver	ph:hardware
harisnyakötõ	hy:8
harisnyanadrág	hy:8
harisnyaszár	hy:8
harisnyaszárak	hy:8
harmadfelek	hy:6
harmadfél	hy:6
harmadnap	hy:6
harmadrend	hy:6
harmadrész	hy:6
harmadév	hy:6
harmatcsepp	hy:6
harmathullás	hy:6
harmincszoroz	hy:har-minc-szo-roz
harántakna	hy:6
harántcsavar	hy:6
harántfekvés	hy:6
harántgerenda	hy:6
harántgát	hy:6
harántgátak	hy:6
harántizmok	hy:6
harántizom	hy:6
harántvonal	hy:6
harántvonalak	hy:6
harántvölgy	hy:6
hasbeszéd	hy:3
hascsikarás	hy:3
hashajtó	hy:3
hashtag	ph:hesteg
hashártya	hy:3
hasmenés	hy:3
hasonmás	hy:5
használatbavétel	hy:11
haszonbérlet	hy:6
haszonkert	hy:6
haszonlesés	hy:6
haszonlesõ	hy:6
haszonmegosztás	hy:6
haszonélvezet	hy:6
hasábtartó	hy:5
hasítóbárd	hy:6
hasüreg	hy:3
hatodfelek	hy:5
hatodfél	hy:5
hatpennys	hy:hat|pen-nys
hatszög	hy:3
hattyúdal	hy:6
hattyúnyak	hy:6
hattyúnyakak	hy:6
hattyútoll	hy:6
hattyútollak	hy:6
hatvannyolc		hy:n|ny
hatvannyolcbilliárd		hy:n|ny
hatvannyolcbillió		hy:n|ny
hatvannyolcbillióan		hy:n|ny
hatvannyolcezer		hy:n|ny
hatvannyolcezred		hy:n|ny
hatvannyolcezredik		hy:n|ny
hatvannyolcezrek		hy:n|ny
hatvannyolcezren		hy:n|ny
hatvannyolcezres		hy:n|ny
hatvannyolcfelé	hy:n|ny
hatvannyolcmilliárd		hy:n|ny
hatvannyolcmilliárdan		hy:n|ny
hatvannyolcmillió		hy:n|ny
hatvannyolcmillióan		hy:n|ny
hatvannyolctrilliárd		hy:n|ny
hatvannyolctrillió		hy:n|ny
hatvannyolctrillióan		hy:n|ny
hatványkitevõ	hy:7
hatálybalépés	hy:8
határidõ	hy:5
határkerítés	hy:5
határkõ	hy:5
határkövek	hy:5
határmentiség	hy:5
határozószavak	hy:8
határozószó	hy:8
határszoros	hy:5
határszél	hy:5
határsáv	hy:5
határsértés	hy:5
határterület	hy:5
határvidék	hy:5
határvonal	hy:5
határvonalak	hy:5
határvonás	hy:5
határátlépés	hy:határ||át|lépés
határõr	hy:5
hatásfok	hy:5
hatáskör	hy:5
hatásvadászat	hy:5
hatóanyag	hy:4
hatóerõ	hy:4
hatóterület	hy:4
hatökrök	hy:3
hatökör	hy:3
havibaj	hy:4
havibérlet	hy:4
havidíj	hy:4
havidíjak	hy:4
havijegy	hy:4
havilap	hy:4
havivérzés	hy:4
hazafi	hy:4
hazaszeretet	hy:4
hazatelepítés	hy:4
hazatérés	hy:4
hazautak	hy:4
hazaárulás	hy:4
hazaút	hy:4
head-set	ph:hedszet
heathrow-i	ph:híthrói	ph:hítrói
hegedûhúr	hy:6
hegedûnyekergetés	hy:6
hegedûtok	hy:6
hegedûvonó	hy:6
hegycsúcs	hy:4
hegyesfüggöly	hy:6
hegyesszög	hy:he-gyes|szög
hegyfok	hy:4
hegygerinc	hy:4
hegyhát	hy:4
hegyhátak	hy:4
hegyibetegség	hy:5
hegyikristály	hy:5
hegyimentõ	hy:5
hegyiágyú	hy:5
hegyiüteg	hy:5
hegylánc	hy:4
hegymenet	hy:4
hegymászás	hy:4
hegynyereg	hy:4
hegynyergek	hy:4
hegyoldal	hy:4
hegyoldalak	hy:4
hegyrajz	hy:4
hegyszoros	hy:4
hegytetõ	hy:4
helybenhagyás	hy:7
helycsere	hy:4
helyesejtés	hy:6
helyesírás	hy:6
helyesíró	hy:6
helyfoglalás	hy:4
helyhatóság	hy:4
helykitöltõ	hy:4
helyleírás	hy:4
helymeghatározás	hy:4
helynevek	hy:4
helynév	hy:4
helypénz	hy:4
helyrajz	hy:4
helyrehozás	hy:6
helyrehozó	hy:6
helyreigazítás	hy:6
helyretétel	hy:6
helyreállító	hy:6
helyszín	hy:4
helységnevek	hy:7
helységnév	hy:7
helységtábla	hy:7
helyváltoztatás	hy:4
helyzetkiértékelés	hy:7
helyár	hy:4
helyárak	hy:4
helyõrség	hy:4
hengeresféreg	hy:8
hengeresférgek	hy:8
hengermû	hy:6
hengermûvek	hy:6
hentesáru	hy:6
henyefenyõ	hy:5
hercegnõ	hy:6
heregolyó	hy:4
heregyulladás	hy:4
herehormon	hy:4
herezacskó	hy:4
heringeshordó	hy:8
hernyóselyem	hy:6
hernyóselymek	hy:6
hernyótalp	hy:6
hernyótalpak	hy:6
hetedfelek	hy:5
hetedfél	hy:5
hetibérlet	hy:4
hetijegy	hy:4
hetilap	hy:4
hetvennyolc		hy:n|ny
hetvennyolcbilliárd		hy:n|ny
hetvennyolcbillió		hy:n|ny
hetvennyolcbillióan		hy:n|ny
hetvennyolcezer		hy:n|ny
hetvennyolcezred		hy:n|ny
hetvennyolcezredik		hy:n|ny
hetvennyolcezrek		hy:n|ny
hetvennyolcezren		hy:n|ny
hetvennyolcezres		hy:n|ny
hetvennyolcfelé	hy:n|ny
hetvennyolcmilliárd		hy:n|ny
hetvennyolcmilliárdan		hy:n|ny
hetvennyolcmillió		hy:n|ny
hetvennyolcmillióan		hy:n|ny
hetvennyolctrilliárd		hy:n|ny
hetvennyolctrillió		hy:n|ny
hibaok	hy:4
hidegburkoló	hy:5
hidegbüfé	hy:5
hidegcsap	hy:5
hidegeljárás	hy:5
hideggyanta	hy:hi-deg|gyan-ta
hidegháború	hy:5
hidegház	hy:5
hidegházak	hy:5
hidegindító	hy:5
hidegkonyha	hy:5
hidegláz	hy:5
hideglázak	hy:5
hidegmegmunkálás	hy:5
hidegtál	hy:5
hidegtálak	hy:5
hidegvágó	hy:5
hidegvér	hy:5
hidegérzet	hy:5
hidegétel	hy:5
hidroakusztika	hy:5
hidrobiológia	hy:5
hidrobiológus	hy:5
hidrociklon	hy:5
hidrodinamika	hy:5
hidrofóbia	hy:5
hidrogeológia	hy:5
hidrogeológus	hy:5
hidroglóbus	hy:5
hidrogénbomba	hy:8
hidrokomplexum	hy:5
hidrokortizon	hy:5
hidrokémia	hy:5
hidromasszázs	hy:5
hidrometeorológia	hy:5
hidrometeorológus	hy:5
hidroplán	hy:5
hidroszféra	hy:5
hidroszol	hy:5
hidroszorpció	hy:5
hidrotechnika	hy:5
hidroterápia	hy:5
higanyoszlop	hy:6
himlõhely	hy:5
himlõoltás	hy:5
hintalovak	hy:5
hintaló	hy:5
hintapolitikus	hy:5
hintaszék	hy:5
hintáslegény	hy:6
hirdetõtábla	hy:7
hirtelensült	hy:8
hiszekegy	hy:6
hitbizomány	hy:3
hitehagyás	hy:4
hiteltúllépés	hy:5
hitelv	hy:3
hitestárs	hy:5
hitestársak	hy:5
hitoktatás	hy:3
hitrege	hy:3
hitszakadás	hy:3
hitszegés	hy:3
hittitkok	hy:3
hittitok	hy:3
hittudomány	hy:3
hittérítés	hy:3
hitvallás	hy:3
hitújítás	hy:3
hivatalnokszellem	hy:10
hivatásszerû	hy:hi-va-tás|sze-rû
hiányjel	hy:5
holdfogyatkozás	hy:4
holdsarló	hy:4
holdudvar	hy:4
holdvilág	hy:4
holdviola	hy:4
hollét	hy:3
holokauszt	ph:holocaust
holtjárat	hy:4
holtpont	hy:4
holttest	hy:4
holtverseny	hy:4
holtvágány	hy:4
holtág	hy:4
holtágak	hy:4
homlokdeszka	hy:6
homlokkötõ	hy:6
homlokmoréna	hy:6
homlokrajz	hy:6
homlokzatkiképzés	hy:9
homofóbia	hy:4
homokbucka	hy:5
homokdomb	hy:5
homokgödrök	hy:5
homokgödör	hy:5
homokkõ	hy:5
homokkövek	hy:5
homokoslapát	hy:7
homokosláda	hy:7
homokpad	hy:5
homoktölcsér	hy:5
homokzsák	hy:5
homokzátony	hy:5
homokóra	hy:5
homoszexualitás	hy:4
homoszféra	hy:4
homozigóta	hy:4
homunculus	ph:homunkulusz
homárfogó	hy:5
honfitárs	hy:5
honfitársak	hy:5
honvágy	hy:3
honvágyak	hy:3
hooke-i	ph:húki
hooke-os	ph:húkos
hordfelület	hy:4
hordszárny	hy:4
hordszárnyak	hy:4
hordtáska	hy:4
hordtávolság	hy:4
hordágy	hy:4
hordágyak	hy:4
hordócsap	hy:5
hordódonga	hy:5
hordóemelõ	hy:5
hordóállvány	hy:5
horganyáru	hy:7
horgasinak	hy:6
horgasszõrû	hy:hor-gas|szõ-rû
horgasín	hy:6
horgolótû	hy:7
horgonyfelszedés	hy:7
horgászbot	hy:7
horgásztavak	hy:7
horgásztó	hy:7
horgászzsinór	hy:7
hormonkészítmény	hy:6
horogkereszt	hy:5
horogzsinór	hy:5
horogütés	hy:5
horonyzsindely	hy:6
horzsakõ	hy:6
horzsakövek	hy:6
hospice-	ph:hoszpisz
hospice-os	ph:hoszpiszos
hospice-szal	ph:hoszpisszal
hospice-szá	ph:hoszpisszá
hospice-t	ph:hoszpiszt
hospice	ph:hoszpisz
hosszgerenda	hy:5
hosszmérték	hy:5
hossztengely	hy:5
hosszúcsõrû	hy:6
hosszúhullám	hy:6
hosszúlépés	hy:6
hosszúnadrág	hy:6
hosszúpecsét	hy:6
hosszútáv	hy:6
hosztesz	ph:hostess
hotelcímke	hy:5
hozzáadás	hy:5
hozzáalkalmazás	hy:5
hozzáerõsítés	hy:5
hozzáfolyás	hy:5
hozzáférhetés	hy:11
hozzáférés	hy:5
hozzáigazítás	hy:5
hozzáillesztés	hy:5
hozzájutás	hy:5
hozzájárulás	hy:5
hozzákapcsolás	hy:5
hozzákeveredés	hy:5
hozzákeverés	hy:5
hozzászoktatás	hy:5
hozzátartozó	hy:5
hozzávaló	hy:5
hozzáértés	hy:5
hubble-i	ph:habli
hubble-os	ph:hablos
hulladékgyapjú	hy:8
hulladékgyûjtõ	hy:8
hulladéklerakó	hy:8
hulladékpapír	hy:8
hullaház	hy:5
hullaházak	hy:5
hullaszemle	hy:5
hullatolvaj	hy:5
hullámcsapás	hy:6
hullámhossz	hy:6
hullámjel	hy:6
hullámmozgás	hy:6
hullámtaréj	hy:6
hullámterek	hy:6
hullámtér	hy:6
hullámtörés	hy:6
hullámtörõ	hy:6
hullámvasutak	hy:hullám||vas|út
hullámvasút	hy:hullám||vas|út
hullámverés	hy:6
hume-i	ph:hjúmi
humángenetika	hy:5
humánpolitika	hy:5
humánökológia	hy:5
humánökológus	hy:5
hurráoptimizmus	hy:5
husky	ph:hászki
huszonnyolc		hy:n|ny
huszonnyolcbilliárd		hy:n|ny
huszonnyolcbillió		hy:n|ny
huszonnyolcbillióan		hy:n|ny
huszonnyolcezer		hy:n|ny
huszonnyolcezred		hy:n|ny
huszonnyolcezredik		hy:n|ny
huszonnyolcezrek		hy:n|ny
huszonnyolcezren		hy:n|ny
huszonnyolcezres		hy:n|ny
huszonnyolcfelé	hy:n|ny
huszonnyolcmilliárd		hy:n|ny
huszonnyolcmilliárdan		hy:n|ny
huszonnyolcmillió		hy:n|ny
huszonnyolcmillióan		hy:n|ny
huszonnyolctrilliárd		hy:n|ny
huszonnyolctrillió		hy:n|ny
huszonnyolctrillióan		hy:n|ny
huszárzászlós	hy:6
huxley-i	ph:hakszlii
huxley-s	ph:hakszlis
hájastészta	hy:5
hál'' isten	ph:hálisten
hál'' istennek	ph:hálistennek
hála isten	ph:hálisten
hála istennek	ph:hálistennek
hálaadás	hy:4
hálaadó	hy:4
hálófülke	hy:4
hálóhely	hy:4
hálóing	hy:4
hálókocsi	hy:4
hálókészítés	hy:4
hálóköntös	hy:4
hálópizsama	hy:4
hálósapka	hy:4
hálószem	hy:4
hálószoba	hy:4
hálószövet	hy:4
hálóterem	hy:4
hálótermek	hy:4
hálóvetõ	hy:4
hálózsák	hy:4
hálóõr	hy:4
hámiga	hy:3
hántolóeke	hy:7
hántolókés	hy:7
hányinger	hy:4
hánytatószer	hy:8
hármas fogat	ph:hármasfogat
hármashangzat	hy:6
hármaspont	hy:6
hármasszabály	hy:hármas|szabály
háromláb	hy:5
háromlábak	hy:5
hárompennys	hy:há-rom|pen-nys
háromszínnyomás	hy:há-rom|szín||nyo-más
háromszög	hy:5
háromtusa	hy:5
hársfa	hy:4
hárslevelû	hy:4
hártyásszárnyú	hy:hártyás|szárnyú
hártyásszárnyúak	hy:hár-tyás|szár-nyú-ak
hátaslovak	hy:5
hátasló	hy:5
hátasállat	hy:5
hátbatámadás	hy:5
hátbavágás	hy:5
hátcsigolya	hy:3
hátgerinc	hy:3
hátikosarak	hy:4
hátikosár	hy:4
hátizsák	hy:4
hátlap	hy:3
hátoldal	hy:3
hátoldalak	hy:3
hátország	hy:3
hátraarc	hy:5
hátramenet	hy:5
hátranyilazás	hy:5
hátszelek	hy:3
hátszél	hy:3
hátszín	hy:3
hátterek	hy:3
háttámasz	hy:3
háttér	hy:3
hátvakaró	hy:3
hátúszás	hy:3
házasfelek	hy:5
házasfél	hy:5
házasságfelbontó	hy:8
házasságkötés	hy:8
házasságtörés	hy:8
házastárs	hy:5
házastársak	hy:5
házfal	hy:3
házfalak	hy:3
házfedõ	hy:3
házhely	hy:3
házhozszállítási	hy:házhoz|szállítási
házibajnokság	hy:4
házibarát	hy:4
házibuli	hy:4
házibútor	hy:4
házicseléd	hy:4
házicérna	hy:4
háziegyüttes	hy:4
házieszköz	hy:4
háziezred	hy:4
házigalamb	hy:4
házikabát	hy:4
házikenyerek	hy:4
házikenyér	hy:4
házikolbász	hy:4
háziköpeny	hy:4
házinyomda	hy:4
házipatika	hy:4
háziszappan	hy:4
háziszarka	hy:4
háziszolga	hy:4
háziszõttes	hy:4
házitolvaj	hy:4
házityúk	hy:4
háziurak	hy:4
háziverseny	hy:4
házivásznak	hy:4
házivászon	hy:4
háziállat	hy:4
háziúr	hy:4
házkezelõség	hy:3
házlebontás	hy:3
házmegbízott	hy:3
háznép	hy:3
házormok	hy:3
házorom	hy:3
házsor	hy:ház|sor
háztartás	hy:3
háztömb	hy:3
házõrzõ	hy:3
hétpróba	hy:3
hétvége	hy:3
hévizek	hy:2
hévíz	hy:2
hézagkitöltõ	hy:5
hézagzáró	hy:5
hídfõ	hy:3
hídgerenda	hy:3
hídkorlát	hy:3
hídmérleg	hy:3
hídpillér	hy:3
hídszerkezet	hy:3
hídtag	hy:3
hídvám	hy:3
hígtrágya	hy:3
hímenhír	hy:5
hímsólymok	hy:3
hímsólyom	hy:3
hímtag	hy:3
hímvesszõ	hy:3
hímzõfonal	hy:5
hímzõkeret	hy:5
hímzõszál	hy:5
hímzõszálak	hy:5
hínárfajta	hy:5
híradás	hy:3
híradó	hy:3
hírközlés	hy:3
hírközlõ	hy:3
hírlap	hy:3
hírmagyarázat	hy:3
hírnevek	hy:3
hírnév	hy:3
hírösszefoglalás	hy:3
hírügynökség	hy:3
hócipõ	hy:2
hóeke	hy:2
hóeltakarítás	hy:2
hóember	hy:2
hóesés	hy:2
hófajd	hy:2
hófal	hy:2
hófalak	hy:2
hófúvás	hy:2
hógolyó	hy:2
hógörgeteg	hy:2
hóhatár	hy:2
hóhelyzet	hy:2
hóhidak	hy:2
hóhíd	hy:2
hókotró	hy:2
hókuszpókusz	ph:hókusz-pókusz
hólabda	hy:2
hólevek	hy:2
hólyaghurut	hy:6
hólyaghúzó	hy:6
hólyagmetszés	hy:6
hólánc	hy:2
hólé	hy:2
hónalj	hy:3
hónaljak	hy:3
hónap	hy:2
hóolvadás	hy:2
hópehely	hy:2
hópelyhek	hy:2
hóréteg	hy:2
hósuvadás	hy:2
hótakaró	hy:2
hótalp	hy:2
hótalpak	hy:2
hóvakság	hy:2
hóvihar	hy:2
hóvirág	hy:2
hóviszony	hy:2
hózápor	hy:2
hóátfúvás	hy:2
hõcserélõ	hy:2
hõcsõ	hy:2
hõcsövek	hy:2
hõdíj	hy:2
hõdíjak	hy:2
hõemelkedés	hy:2
hõenergia	hy:2
hõfejlesztés	hy:2
hõfejlesztõ	hy:2
hõfok	hy:2
hõguta	hy:2
hõhatás	hy:2
hõhidak	hy:2
hõhullám	hy:2
hõhíd	hy:2
hõigény	hy:2
hõingadozás	hy:2
hõleadás	hy:2
hõmennyiség	hy:2
hõmérséklet	hy:2
hõmérõ	hy:2
hõpalack	hy:2
hõpörsenés	hy:2
hõskultusz	hy:3
hõsköltemény	hy:3
hõsnõ	hy:3
hõstett	hy:3
hõsugárzás	hy:2
hõsugárzó	hy:2
hõszivattyú	hy:2
hõszolgáltatás	hy:2
hõszolgáltató	hy:2
hõtan	hy:2
hõtechnika	hy:2
hõteljesítmény	hy:2
hõterhelés	hy:2
hõtermelés	hy:2
hõtágulás	hy:2
hõtároló	hy:2
hõveszteség	hy:2
hõvezetés	hy:2
hõvisszanyerõ	hy:2
hõár	hy:2
hõárak	hy:2
hõátadás	hy:2
hõátbocsátás	hy:2
hõérzet	hy:2
hõérzékelõ	hy:2
hölgymenyét	hy:5
hölgyválasz	hy:5
húgomasszony	hy:5
húgycsõ	hy:4
húgycsövek	hy:4
húgyhólyag	hy:4
húgylevezetõ	hy:4
húgyvérûség	hy:4
húrtartó	hy:3
hús&nbhp;vér	ph:húsvér
húsdaráló	hy:3
húsfüstölõ	hy:3
húsgombóc	hy:3
húslegyek	hy:3
húslevek	hy:3
húsleves	hy:3
húslé	hy:3
húslégy	hy:3
húsosfazekak	hy:5
húsosfazék	hy:5
hússzelet	hy:hús|sze-let
hústartó	hy:3
hústû	hy:3
húsvagdalék	hy:3
húsvágó	hy:3
húsvéthétfõ	hy:6
húsvétvasárnap	hy:6
húszpennys	hy:húsz|pen-nys
húsétel	hy:3
húzóháló	hy:4
húzószilárdság	hy:4
hûbér	hy:2
hûtõedény	hy:4
