œuvre-	ph:ővr	ph:oeuvre
œuvre-rel	ph:ővrrel	ph:oeuvrerel
œuvre-ré	ph:ővrré	ph:oeuvreré
œuvre	ph:ővr	ph:oeuvre
-házhozszállítás	hy:|ház-hoz|szál-lí-tás
gigabyte-tal	ph:gigabájttal
gigabyte-tá	ph:gigabájttá
gigabyte	ph:gigabájt
gilisztahajtó	hy:8
ginszenggyökerek	hy:ginszeng|gyökér
ginszenggyökér	hy:ginszeng|gyökér
gironde-	ph:zsirond
gironde-dal	ph:zsironddal
gironde-dá	ph:zsironddá
gironde-i	ph:zsirondi
gironde	ph:zsirond
glasgow-i	ph:glazgói
gleccsernyelv	hy:8
glicerinbórax	hy:8
gloire-	ph:gloár
gloire-ral	ph:gloárral
gloire-rá	ph:gloárrá
gloire	ph:gloár
gnocchi	ph:nyokki
gobelin	ph:goblen	ph:goblejn
gobelinöltés	hy:7
gofri	ph:waffle	ph:waffel
golfjáték	hy:4
golfklub	hy:4
golflabda	hy:4
golfpálya	hy:4
golfütés	hy:4
golfütő	hy:4
golgotavirág	hy:7
golyófogó	hy:5
golyósmalmok	hy:6
golyósmalom	hy:6
golyósszelep	hy:go-lyós|sze-lep
golyóstoll	hy:6
golyóstollak	hy:6
golyóütő	hy:5
gombacsíra	hy:5
gomblyuk	hy:4
gomblyukak	hy:4
gombnyomás	hy:4
gombostű	hy:6
gomolyfelhő	hy:6
gondolatgazdagság	hy:8
gondolatjel	hy:8
gondolatmenet	hy:8
gondolatolvasás	hy:8
gondolatpótló	hy:8
gondolatátvitel	hy:gondolat||át|vitel
gondolkodásmód	hy:11
gondozónő	hy:7
google-os	ph:guglos
gospel	ph:goszpel
gouache-	ph:guás	ph:gvas
gouache-os	ph:guásos	ph:gvasos
gouache-sal	ph:guással	ph:gvassal
gouache-sá	ph:guássá	ph:gvassá
gouache	ph:guás	ph:gvas
gourmand-	ph:gurman
gourmand-nal	ph:gurmannal
gourmand-ná	ph:gurmanná
gourmand-os	ph:gurmanos
gourmand	ph:gurman
greenpeace-es	ph:grímpíszes
grizzly	ph:grizli	hy:grizz-l.y
groupwise-os	ph:grúpvájzos
gránitgneisz	hy:6
grépfrút	ph:grapefruit
grízesliszt	hy:6
gubacsdarazsak	hy:6
gubacsdarázs	hy:6
guillotine-	ph:gijotin	ph:giotin
guillotine-nal	ph:gijotinnal	ph:giotinnal
guillotine-ná	ph:gijotinná	ph:giotinná
guillotine-os	ph:gijotinos	ph:giotinos
guillotine-t	ph:gijotint	ph:giotint
guillotine	ph:gijotin	ph:giotin
gulyásbojtár	hy:6
gulyáshús	hy:6
gulyásleves	hy:6
gulyáságyú	hy:6
gumibot	hy:4
gumibélyegző	hy:4
gumicsizma	hy:4
gumicukorka	hy:4
gumidefekt	hy:4
gumitalp	hy:4
gumitalpak	hy:4
gurítókerekek	hy:6
gurítókerék	hy:6
gurítókötelek	hy:6
gurítókötél	hy:6
gutaütés	hy:4
gyakorlóterek	hy:8
gyakorlótér	hy:8
gyaloghidak	hy:6
gyaloghintó	hy:6
gyaloghíd	hy:6
gyalogjáró	hy:6
gyalogszán	hy:6
gyalogtempó	hy:6
gyalogtúra	hy:6
gyalogutak	hy:6
gyalogösvény	hy:6
gyalogút	hy:6
gyalupad	hy:5
gyaluvas	hy:5
gyaluvasak	hy:5
gyapjaslepke	hy:7
gyapjastetű	hy:7
gyapjúanyag	hy:6
gyapjúfonalak	hy:6
gyapjúfonál	hy:6
gyapjúhímzés	hy:6
gyapjúmellény	hy:6
gyapjúpihe	hy:6
gyapjúsapka	hy:6
gyapjúszőnyeg	hy:6
gyapjúszövet	hy:6
gyapjúujjas	hy:6
gyapjúzsír	hy:6
gyapjúáru	hy:6
gyapotbársony	hy:6
gyapotszövet	hy:6
gyapottermelő	hy:6
gyengeáram	hy:6
gyengénlátó	hy:7
gyepszőnyeg	hy:4
gyeptégla	hy:4
gyerekbolond	hy:6
gyerekjáték	hy:6
gyerekruha	hy:6
gyerekszoba	hy:6
gyermekbolond	hy:7
gyermekgyilkosság	hy:7
gyermekgyógyászat	hy:7
gyermekjáték	hy:7
gyermekkocsi	hy:7
gyermekkor	hy:7
gyermekszoba	hy:7
gyermektápszer	hy:7
gyermekágy	hy:7
gyermekágyak	hy:7
gyermekétel	hy:7
gyertyabelek	hy:7
gyertyabél	hy:7
gyertyafény	hy:7
gyertyaláb	hy:7
gyertyalábak	hy:7
gyertyatartó	hy:7
gyertyaöntő	hy:7
gyertyánfa	hy:8
gyomirtó	hy:4
gyomnövény	hy:4
gyomorbaj	hy:6
gyomorfájás	hy:6
gyomorhurut	hy:6
gyomormosó	hy:6
gyomorszáj	hy:6
gyomorszájak	hy:6
gyomortartalmak	hy:6
gyomortartalom	hy:6
gyomortükrök	hy:6
gyomortükör	hy:6
gyomorégés	hy:6
gyorsacél	hy:5
gyorscsárdás	hy:5
gyorsfelvonó	hy:5
gyorsfonó	hy:5
gyorsforgalmak	hy:5
gyorsforgalom	hy:5
gyorsfutár	hy:5
gyorsfuvar	hy:5
gyorshajó	hy:5
gyorshitel	hy:5
gyorshír	hy:5
gyorsjelentés	hy:5
gyorsjárat	hy:5
gyorskereső	hy:5
gyorskiszolgáló	hy:5
gyorskocsi	hy:5
gyorskorcsolya	hy:5
gyorskorcsolyázó	hy:5
gyorskölcsön	hy:5
gyorsküldemény	hy:5
gyorslift	hy:5
gyorslista	hy:5
gyorslépés	hy:5
gyorsmosás	hy:5
gyorsmérleg	hy:5
gyorsnaszád	hy:5
gyorsnyomda	hy:5
gyorsolvasás	hy:5
gyorsolvasó	hy:5
gyorspolka	hy:5
gyorsreaktor	hy:5
gyorsrendezés	hy:5
gyorsrizs	hy:5
gyorssajtó	hy:5
gyorssegély	hy:5
gyorsszekerek	hy:gyors|szekér
gyorsszekér	hy:gyors|szekér
gyorsszerviz	hy:gyors|szer-viz
gyorstalpaló	hy:5
gyorsteher	hy:5
gyorsterhek	hy:5
gyorsteszt	hy:5
gyorstipp	hy:5
gyorstár	hy:5
gyorstárak	hy:5
gyorsvasutak	hy:gyors||vas|út
gyorsvasút	hy:gyors||vas|út
gyorsvonat	hy:5
gyorsvágás	hy:5
gyorsvágó	hy:5
gyorsváltó	hy:5
gyorsáru	hy:5
gyorsétkezde	hy:5
gyorsétterem	hy:gyors||ét|terem
gyorséttermek	hy:gyors||ét|terem
gyorsírás	hy:5
gyorsíró	hy:5
gyorsírónő	hy:8
gyorsúszás	hy:5
gyorsúszó	hy:5
gyufaskatulya	hy:5
gyámfa	hy:4
gyámhatóság	hy:4
gyámkő	hy:4
gyámkövek	hy:4
gyámpont	hy:4
gyáripar	hy:4
gyártelep	hy:4
gyászdal	hy:5
gyászeset	hy:5
gyászfátylak	hy:5
gyászfátyol	hy:5
gyászinduló	hy:5
gyászjelentés	hy:5
gyászlepel	hy:5
gyászleplek	hy:5
gyászmenet	hy:5
gyászmise	hy:5
gyászruha	hy:5
gyásszertartás	hy:5
gyászének	hy:5
gyékényfonat	hy:7
gyékényszőnyeg	hy:7
gyémántpor	hy:7
gyíkfű	hy:4
gyíkfüvek	hy:4
gyógybor	hy:5
gyógycipő	hy:5
gyógycukor	hy:5
gyógycukrok	hy:5
gyógyeljárás	hy:5
gyógyerő	hy:5
gyógyeszköz	hy:5
gyógyforrás	hy:5
gyógyfű	hy:5
gyógyfürdő	hy:5
gyógyfüvek	hy:5
gyógyfüves	hy:5
gyógyhatás	hy:5
gyógyhely	hy:5
gyógyintézet	hy:5
gyógyiszap	hy:5
gyógyital	hy:5
gyógykenyerek	hy:5
gyógykenyér	hy:5
gyógykenőcs	hy:5
gyógykezelés	hy:5
gyógykovács	hy:5
gyógymasszázs	hy:5
gyógymedence	hy:5
gyógymód	hy:5
gyógynövény	hy:5
gyógypapucs	hy:5
gyógypedagógia	hy:5
gyógypedagógus	hy:5
gyógyszappan	hy:5
gyógyszer	hy:5
gyógyszerelés	hy:5
gyógyszertár	hy:10
gyógyszertárak	hy:10
gyógyszerész	hy:5
gyógyszálloda	hy:5
gyógyszálló	hy:5
gyógytan	hy:5
gyógytea	hy:5
gyógytorna	hy:5
gyógytornász	hy:5
gyógytényező	hy:5
gyógyvizek	hy:5
gyógyvíz	hy:5
gyógyír	hy:5
gyógyüdülés	hy:5
gyógyüdülő	hy:5
gyóntatószék	hy:8
gyömbérgyökerek	hy:7
gyömbérgyökér	hy:7
gyöngydíszítés	hy:6
gyöngyfény	hy:6
gyöngyházszínű	hy:gyöngy|ház||színű
gyöngykagyló	hy:6
gyöngyköles	hy:6
gyöngysor	hy:6
gyöngytyúk	hy:6
gyöngyvessző	hy:6
gyújtáselosztó	hy:7
gyújtásmegszakító	hy:7
gyújtóbomba	hy:6
gyújtógyertya	hy:6
gyújtókanóc	hy:6
gyújtólencse	hy:6
gyújtópont	hy:6
gyújtósfa	hy:7
gyújtószerkezet	hy:6
gyújtótávolság	hy:6
gyújtózsinór	hy:6
gyúródeszka	hy:5
gyűjtőhombár	hy:6
gyűjtőmedence	hy:6
gyűjtőnevek	hy:6
gyűjtőnév	hy:6
gyűrűscsapágy	hy:gyűrűs||csap|ágy
gyűrűscsapágyak	hy:gyűrűs||csap|ágy
gyűrűsfonó	hy:6
gyűrűsféreg	hy:6
gyűrűsférgek	hy:6
gyűrűsmalmok	hy:6
gyűrűsmalom	hy:6
gyűrűsujj	hy:6
gyűrűsujjak	hy:6
gyűszűvirág	hy:6
gyümölcscukor	hy:8
gyümölcscukrok	hy:8
gyümölcsfa	hy:8
gyümölcsfagylalt	hy:8
gyümölcshéj	hy:8
gyümölcshéjak	hy:8
gyümölcshús	hy:8
gyümölcskenyerek	hy:8
gyümölcskenyér	hy:8
gyümölcskés	hy:8
gyümölcslepény	hy:8
gyümölcslevek	hy:8
gyümölcslé	hy:8
gyümölcspuding	hy:8
gyümölcspép	hy:8
gyümölcsszár	hy:8
gyümölcsszárak	hy:8
gyümölcstermelés	hy:8
gyümölcstorta	hy:8
gyümölcsíz	hy:8
gyümölcsöskert	hy:10
gálickő	hy:5
gálickövek	hy:5
gátőr	hy:3
gázberendezés	hy:3
gázbomba	hy:3
gázcső	hy:3
gázcsövek	hy:3
gázfejlődés	hy:3
gázkromatográfia	hy:3
gázkályha	hy:3
gázképződés	hy:3
gázlámpa	hy:3
gázláng	hy:3
gázlómadarak	hy:5
gázlómadár	hy:5
gázmaszk	hy:3
gázmotor	hy:3
gázmű	hy:3
gázművek	hy:3
gázolaj	hy:3
gázolajak	hy:3
gázrezsó	hy:3
gázsparhelt	hy:gáz|spar-helt
gázszerelés	hy:gáz|sze-re-lés
gázszolgáltató	hy:gáz|szol-gál-ta-tó
gáztartály	hy:3
gáztisztító	hy:3
gázturbina	hy:3
gázár	hy:3
gázárak	hy:3
gázégő	hy:3
gázóra	hy:3
gégehurut	hy:4
gégetükrök	hy:4
gégetükör	hy:4
gémeskutak	hy:5
gémeskút	hy:5
génpiszka	hy:3
gépelem	hy:3
gépfegyver	hy:3
gépfegyveres	hy:3
gépfelszerelés	hy:3
gépház	hy:3
gépházak	hy:3
gépirat	hy:3
gépkezelés	hy:3
gépkocsi	hy:3
gépközel	hy:3
géppisztoly	hy:3
géppuska	hy:3
géprablás	hy:3
géprész	hy:3
gépszíj	hy:3
gépszíjak	hy:3
gépszín	hy:3
géptartozék	hy:3
géptelep	hy:3
gépterem	hy:3
géptermek	hy:3
gépágyú	hy:3
gépállvány	hy:3
gépápolás	hy:3
gépírás	hy:3
gépíró	hy:3
gírosz	ph:gyros
gócpont	hy:3
gólyahír	hy:5
gólyaláb	hy:5
gólyalábak	hy:5
gólyaorr	hy:5
gőzdaru	hy:3
gőzelosztó	hy:3
gőzfűtés	hy:3
gőzfürdő	hy:3
gőzgép	hy:3
gőzhajó	hy:3
gőzhenger	hy:3
gőzkalapács	hy:3
gőzkazán	hy:3
gőzkibocsátó	hy:3
gőzturbina	hy:3
gőzvezető	hy:3
gömbfelület	hy:4
gömbmérő	hy:4
göngyölegsúly	hy:9
görcsoldó	hy:5
görgetegkő	hy:8
görgetegkövek	hy:8
görgősaru	hy:5
görvélyfű	hy:7
görvélyfüvek	hy:7
görvélykór	hy:7
görögdinnye	hy:5
görögtűz	hy:5
görögtüzek	hy:5
gúnyirat	hy:4
gúnykép	hy:4
gúnymás	hy:4
gümőkór	hy:4
güzüegerek	hy:4
güzüegér	hy:4
habarcskeverő	hy:7
habarcstartó	hy:7
habkő	hy:3
habkövek	hy:3
habverő	hy:3
hacker	ph:hekker
hadgyakorlat	hy:3
hadiakadémia	hy:4
hadianyag	hy:4
hadicsel	hy:4
hadicél	hy:4
hadifoglyok	hy:4
hadifogoly	hy:4
hadigazdaság	hy:4
hadigondozott	hy:4
hadigondozás	hy:4
hadigép	hy:4
hadigépezet	hy:4
hadihajó	hy:4
hadiiskola	hy:4
hadijog	hy:4
hadikikötő	hy:4
hadikommunizmus	hy:4
hadikölcsön	hy:4
hadiköltség	hy:4
hadimonopólium	hy:4
hadimúzeum	hy:4
hadiposta	hy:4
hadipotenciál	hy:4
hadisarc	hy:4
hadisegély	hy:4
hadiszemle	hy:4
hadiszerencse	hy:4
hadiszállító	hy:4
hadisír	hy:4
haditanács	hy:4
haditengerészet	hy:4
haditett	hy:4
hadititkok	hy:4
hadititok	hy:4
haditorna	hy:4
hadiutak	hy:4
hadizsákmány	hy:4
hadiérettségi	hy:4
hadiövezet	hy:4
hadiút	hy:4
hadjárat	hy:3
hadmozdulat	hy:3
hadművelet	hy:3
hadosztály	hy:3
hadrafoghatóság	hy:5
hadsereg	hy:3
hadtest	hy:3
hadurak	hy:2
hadvezetés	hy:3
hadviselés	hy:3
hadállás	hy:3
hadúr	hy:2
hagyatékátadó	hy:hagyaték||át|adó
hagymapikkely	hy:6
hajcsat	hy:3
hajcsomó	hy:3
hajfesték	hy:3
hajfodor	hy:3
hajfodorító	hy:3
hajfodrok	hy:3
hajfonat	hy:3
hajfürt	hy:3
hajkefe	hy:3
hajkenőcs	hy:3
hajlakk	hy:3
hajlekötő	hy:3
hajlásszög	hy:haj-lás|szög
hajnalpír	hy:6
hajszesz	hy:3
hajszál	hy:3
hajszálak	hy:3
hajsütés	hy:3
hajtóanyag	hy:5
hajtócsiga	hy:5
hajtóerő	hy:5
hajtókar	hy:5
hajtókerekek	hy:5
hajtókerék	hy:5
hajtómű	hy:5
hajtóművek	hy:5
hajtórudak	hy:5
hajtórúd	hy:5
hajtószerkezet	hy:5
hajtótengely	hy:5
hajtóvadászat	hy:5
hajtő	hy:3
hajtövek	hy:3
hajtű	hy:3
hajvágás	hy:3
hajvágó	hy:3
hajválaszték	hy:3
hajóablak	hy:4
hajócsavar	hy:4
hajófar	hy:4
hajóféreg	hy:4
hajóférgek	hy:4
hajógerenda	hy:4
hajógerinc	hy:4
hajógyár	hy:4
hajógyárak	hy:4
hajóhad	hy:4
hajóhadak	hy:4
hajóhidak	hy:4
hajóhíd	hy:4
hajójavító	hy:4
hajókefe	hy:4
hajókikötő	hy:4
hajókirakodás	hy:4
hajókonyha	hy:4
hajókorlát	hy:4
hajókémény	hy:4
hajókölcsönzés	hy:4
hajókötelek	hy:4
hajókötél	hy:4
hajónapló	hy:4
hajóorr	hy:4
hajóorsó	hy:4
hajópalló	hy:4
hajóraj	hy:4
hajórakomány	hy:4
hajóroncs	hy:4
hajósziréna	hy:4
hajótest	hy:4
hajótörés	hy:4
hajóutak	hy:4
hajóvontatás	hy:4
hajózár	hy:4
hajózárak	hy:4
hajóágyú	hy:4
hajóépítés	hy:4
hajóépítő	hy:4
hajóút	hy:4
hajóűr	hy:4
halaskofa	hy:5
halastavak	hy:5
halastó	hy:5
halcsont	hy:3
halenyv	hy:3
halfarkas	hy:3
halfogás	hy:3
halfogó	hy:3
halikra	hy:3
halivadék	hy:3
halkeltető	hy:3
halkés	hy:3
halleves	hy:3
hallgatócső	hy:8
hallgatócsövek	hy:8
halloween	ph:helovín	ph:helovin
halláskárosult	hy:6
hallócső	hy:5
hallócsövek	hy:5
hallószerv	hy:5
hallótávolság	hy:5
halmajonéz	hy:3
halmazállapot	hy:6
halottasház	hy:8
halottasházak	hy:8
halottaskocsi	hy:8
halottbúcsúztatás	hy:6
halottbúcsúztató	hy:6
halottgyalázás	hy:6
halottkém	hy:6
halottlátó	hy:6
halottnéző	hy:6
halottszemle	hy:6
halottszállító	hy:6
halottvirrasztás	hy:6
halottvivő	hy:6
halottégetés	hy:6
halpogácsa	hy:3
halszeletelő	hy:3
halszálka	hy:3
haltenyészet	hy:3
halvaszületés	hy:5
halvaszülés	hy:5
halálbüntetés	hy:5
halálfej	hy:5
halálhörgés	hy:5
halálközel	hy:5
halállista	hy:5
halálraítélt	hy:7
haláltusa	hy:5
halántékcsont	hy:8
halászbárka	hy:6
halászcsónak	hy:6
halászhajó	hy:6
halászkampó	hy:6
halászlevek	hy:6
halászlé	hy:6
halászsas	hy:6
halászterület	hy:6
halétel	hy:3
halőr	hy:3
hamisciprus	hy:5
hamutartó	hy:4
hamuzsír	hy:4
hamvasszőke	hy:ham-vas|sző-ke
hamvaszöld	hy:ham-vas|zöld
hamvazószerda	hy:7
hamvveder	hy:4
hamvvedrek	hy:4
hangadás	hy:4
hangalak	hy:4
hangbarázda	hy:4
hangdetektor	hy:4
hangelnyelő	hy:4
hangerősítő	hy:4
hangfal	hy:4
hangfalak	hy:4
hangfelvevő	hy:4
hangfelvétel	hy:4
hangfogó	hy:4
hanghatár	hy:4
hanghullám	hy:4
hanghullámzás	hy:4
hanghűség	hy:4
hangjegy	hy:4
hangjelző	hy:4
hangkeverő	hy:4
hangképzés	hy:4
hangköz	hy:4
hanglejtés	hy:4
hanglemez	hy:4
hangleverő	hy:4
hangmagasítás	hy:4
hangmérce	hy:4
hangnem	hy:4
hangnyelő	hy:4
hangnyílás	hy:4
hangolókulcs	hy:7
hangosfilm	hy:6
hangoskönyv	hy:6
hangpróba	hy:4
hangrés	hy:4
hangsor	hy:4
hangszer	hy:4
hangszigetelő	hy:4
hangszimbolika	hy:4
hangszál	hy:4
hangszálak	hy:4
hangszín	hy:4
hangszínezet	hy:4
hangszóró	hy:4
hangsáv	hy:4
hangsíp	hy:4
hangsúly	hy:4
hangtan	hy:4
hangterjedelem	hy:4
hangterjedelmek	hy:4
hangtompító	hy:4
hangtörés	hy:4
hangugratás	hy:4
hangulatjelző	hy:8
hangutánzás	hy:4
hangverseny	hy:4
hangvevő	hy:4
hangvilla	hy:4
hangvétel	hy:4
hangyaboly	hy:6
hangyaleső	hy:6
hangyászmedve	hy:8
hangzavar	hy:4
hangátvevés	hy:hang||át|vevés
hantmadarak	hy:4
hantmadár	hy:4
hanyatt-homlok	ph:hanyatthomlok
hanyattegerek	hy:7
hanyattegér	hy:7
haragoszöld	hy:ha-ra-gos|zöld
harangbúgás	hy:6
harangjáték	hy:6
harangláb	hy:6
haranglábak	hy:6
harangszó	hy:6
harangtornyok	hy:6
harangtorony	hy:6
harangvirág	hy:6
harangzúgás	hy:6
harangöntöde	hy:6
harapófogó	hy:6
harceszköz	hy:4
harcfi	hy:4
harckocsi	hy:4
harcképesség	hy:4
harcvonal	hy:4
harcvonalak	hy:4
hardver	ph:hardware
harisnyakötő	hy:8
harisnyanadrág	hy:8
harisnyaszár	hy:8
harisnyaszárak	hy:8
harmadfelek	hy:6
harmadfél	hy:6
harmadnap	hy:6
harmadrend	hy:6
harmadrész	hy:6
harmadév	hy:6
harmatcsepp	hy:6
harmathullás	hy:6
harmincszoroz	hy:har-minc-szo-roz
harántakna	hy:6
harántcsavar	hy:6
harántfekvés	hy:6
harántgerenda	hy:6
harántgát	hy:6
harántgátak	hy:6
harántizmok	hy:6
harántizom	hy:6
harántvonal	hy:6
harántvonalak	hy:6
harántvölgy	hy:6
hasbeszéd	hy:3
hascsikarás	hy:3
hashajtó	hy:3
hashtag	ph:hesteg
hashártya	hy:3
hasmenés	hy:3
hasonmás	hy:5
használatbavétel	hy:11
haszonbérlet	hy:6
haszonkert	hy:6
haszonlesés	hy:6
haszonleső	hy:6
haszonmegosztás	hy:6
haszonélvezet	hy:6
hasábtartó	hy:5
hasítóbárd	hy:6
hasüreg	hy:3
hatodfelek	hy:5
hatodfél	hy:5
hatpennys	hy:hat|pen-nys
hatszög	hy:3
hattyúdal	hy:6
hattyúnyak	hy:6
hattyúnyakak	hy:6
hattyútoll	hy:6
hattyútollak	hy:6
hatvannyolc		hy:n|ny
hatvannyolcbilliárd		hy:n|ny
hatvannyolcbillió		hy:n|ny
hatvannyolcbillióan		hy:n|ny
hatvannyolcezer		hy:n|ny
hatvannyolcezred		hy:n|ny
hatvannyolcezredik		hy:n|ny
hatvannyolcezrek		hy:n|ny
hatvannyolcezren		hy:n|ny
hatvannyolcezres		hy:n|ny
hatvannyolcfelé	hy:n|ny
hatvannyolcmilliárd		hy:n|ny
hatvannyolcmilliárdan		hy:n|ny
hatvannyolcmillió		hy:n|ny
hatvannyolcmillióan		hy:n|ny
hatvannyolctrilliárd		hy:n|ny
hatvannyolctrillió		hy:n|ny
hatvannyolctrillióan		hy:n|ny
hatványkitevő	hy:7
hatálybalépés	hy:8
határidő	hy:5
határkerítés	hy:5
határkő	hy:5
határkövek	hy:5
határmentiség	hy:5
határozószavak	hy:8
határozószó	hy:8
határszoros	hy:5
határszél	hy:5
határsáv	hy:5
határsértés	hy:5
határterület	hy:5
határvidék	hy:5
határvonal	hy:5
határvonalak	hy:5
határvonás	hy:5
határátlépés	hy:határ||át|lépés
határőr	hy:5
hatásfok	hy:5
hatáskör	hy:5
hatásvadászat	hy:5
hatóanyag	hy:4
hatóerő	hy:4
hatóterület	hy:4
hatökrök	hy:3
hatökör	hy:3
havibaj	hy:4
havibérlet	hy:4
havidíj	hy:4
havidíjak	hy:4
havijegy	hy:4
havilap	hy:4
havivérzés	hy:4
hazafi	hy:4
hazaszeretet	hy:4
hazatelepítés	hy:4
hazatérés	hy:4
hazautak	hy:4
hazaárulás	hy:4
hazaút	hy:4
head-set	ph:hedszet
heathrow-i	ph:híthrói	ph:hítrói
hegedűhúr	hy:6
hegedűnyekergetés	hy:6
hegedűtok	hy:6
hegedűvonó	hy:6
hegycsúcs	hy:4
hegyesfüggöly	hy:6
hegyesszög	hy:he-gyes|szög
hegyfok	hy:4
hegygerinc	hy:4
hegyhát	hy:4
hegyhátak	hy:4
hegyibetegség	hy:5
hegyikristály	hy:5
hegyimentő	hy:5
hegyiágyú	hy:5
hegyiüteg	hy:5
hegylánc	hy:4
hegymenet	hy:4
hegymászás	hy:4
hegynyereg	hy:4
hegynyergek	hy:4
hegyoldal	hy:4
hegyoldalak	hy:4
hegyrajz	hy:4
hegyszoros	hy:4
hegytető	hy:4
helybenhagyás	hy:7
helycsere	hy:4
helyesejtés	hy:6
helyesírás	hy:6
helyesíró	hy:6
helyfoglalás	hy:4
helyhatóság	hy:4
helykitöltő	hy:4
helyleírás	hy:4
helymeghatározás	hy:4
helynevek	hy:4
helynév	hy:4
helypénz	hy:4
helyrajz	hy:4
helyrehozás	hy:6
helyrehozó	hy:6
helyreigazítás	hy:6
helyretétel	hy:6
helyreállító	hy:6
helyszín	hy:4
helységnevek	hy:7
helységnév	hy:7
helységtábla	hy:7
helyváltoztatás	hy:4
helyzetkiértékelés	hy:7
helyár	hy:4
helyárak	hy:4
helyőrség	hy:4
hengeresféreg	hy:8
hengeresférgek	hy:8
hengermű	hy:6
hengerművek	hy:6
hentesáru	hy:6
henyefenyő	hy:5
hercegnő	hy:6
heregolyó	hy:4
heregyulladás	hy:4
herehormon	hy:4
herezacskó	hy:4
heringeshordó	hy:8
hernyóselyem	hy:6
hernyóselymek	hy:6
hernyótalp	hy:6
hernyótalpak	hy:6
hetedfelek	hy:5
hetedfél	hy:5
hetibérlet	hy:4
hetijegy	hy:4
hetilap	hy:4
hetvennyolc		hy:n|ny
hetvennyolcbilliárd		hy:n|ny
hetvennyolcbillió		hy:n|ny
hetvennyolcbillióan		hy:n|ny
hetvennyolcezer		hy:n|ny
hetvennyolcezred		hy:n|ny
hetvennyolcezredik		hy:n|ny
hetvennyolcezrek		hy:n|ny
hetvennyolcezren		hy:n|ny
hetvennyolcezres		hy:n|ny
hetvennyolcfelé	hy:n|ny
hetvennyolcmilliárd		hy:n|ny
hetvennyolcmilliárdan		hy:n|ny
hetvennyolcmillió		hy:n|ny
hetvennyolcmillióan		hy:n|ny
hetvennyolctrilliárd		hy:n|ny
hetvennyolctrillió		hy:n|ny
hibaok	hy:4
hidegburkoló	hy:5
hidegbüfé	hy:5
hidegcsap	hy:5
hidegeljárás	hy:5
hideggyanta	hy:hi-deg|gyan-ta
hidegháború	hy:5
hidegház	hy:5
hidegházak	hy:5
hidegindító	hy:5
hidegkonyha	hy:5
hidegláz	hy:5
hideglázak	hy:5
hidegmegmunkálás	hy:5
hidegtál	hy:5
hidegtálak	hy:5
hidegvágó	hy:5
hidegvér	hy:5
hidegérzet	hy:5
hidegétel	hy:5
hidroakusztika	hy:5
hidrobiológia	hy:5
hidrobiológus	hy:5
hidrociklon	hy:5
hidrodinamika	hy:5
hidrofóbia	hy:5
hidrogeológia	hy:5
hidrogeológus	hy:5
hidroglóbus	hy:5
hidrogénbomba	hy:8
hidrokomplexum	hy:5
hidrokortizon	hy:5
hidrokémia	hy:5
hidromasszázs	hy:5
hidrometeorológia	hy:5
hidrometeorológus	hy:5
hidroplán	hy:5
hidroszféra	hy:5
hidroszol	hy:5
hidroszorpció	hy:5
hidrotechnika	hy:5
hidroterápia	hy:5
higanyoszlop	hy:6
himlőhely	hy:5
himlőoltás	hy:5
hintalovak	hy:5
hintaló	hy:5
hintapolitikus	hy:5
hintaszék	hy:5
hintáslegény	hy:6
hirdetőtábla	hy:7
hirtelensült	hy:8
hiszekegy	hy:6
hitbizomány	hy:3
hitehagyás	hy:4
hiteltúllépés	hy:5
hitelv	hy:3
hitestárs	hy:5
hitestársak	hy:5
hitoktatás	hy:3
hitrege	hy:3
hitszakadás	hy:3
hitszegés	hy:3
hittitkok	hy:3
hittitok	hy:3
hittudomány	hy:3
hittérítés	hy:3
hitvallás	hy:3
hitújítás	hy:3
hivatalnokszellem	hy:10
hivatásszerű	hy:hi-va-tás|sze-rű
hiányjel	hy:5
holdfogyatkozás	hy:4
holdsarló	hy:4
holdudvar	hy:4
holdvilág	hy:4
holdviola	hy:4
hollét	hy:3
holokauszt	ph:holocaust
holtjárat	hy:4
holtpont	hy:4
holttest	hy:4
holtverseny	hy:4
holtvágány	hy:4
holtág	hy:4
holtágak	hy:4
homlokdeszka	hy:6
homlokkötő	hy:6
homlokmoréna	hy:6
homlokrajz	hy:6
homlokzatkiképzés	hy:9
homofóbia	hy:4
homokbucka	hy:5
homokdomb	hy:5
homokgödrök	hy:5
homokgödör	hy:5
homokkő	hy:5
homokkövek	hy:5
homokoslapát	hy:7
homokosláda	hy:7
homokpad	hy:5
homoktölcsér	hy:5
homokzsák	hy:5
homokzátony	hy:5
homokóra	hy:5
homoszexualitás	hy:4
homoszféra	hy:4
homozigóta	hy:4
homunculus	ph:homunkulusz
homárfogó	hy:5
honfitárs	hy:5
honfitársak	hy:5
honvágy	hy:3
honvágyak	hy:3
hooke-i	ph:húki
hooke-os	ph:húkos
hordfelület	hy:4
hordszárny	hy:4
hordszárnyak	hy:4
hordtáska	hy:4
hordtávolság	hy:4
hordágy	hy:4
hordágyak	hy:4
hordócsap	hy:5
hordódonga	hy:5
hordóemelő	hy:5
hordóállvány	hy:5
horganyáru	hy:7
horgasinak	hy:6
horgasszőrű	hy:hor-gas|sző-rű
horgasín	hy:6
horgolótű	hy:7
horgonyfelszedés	hy:7
horgászbot	hy:7
horgásztavak	hy:7
horgásztó	hy:7
horgászzsinór	hy:7
hormonkészítmény	hy:6
